X,Y,Fmol_err,Surftot_err,NewX,NewY,Radius
10,12,,,-18,-16,4.182001909622541
11,12,,,-17,-16,4.053857525350389
12,12,,,-16,-16,3.929209727007133
13,12,,,-15,-16,3.8084018565520426
14,12,,,-14,-16,3.691810897430246
15,12,,,-13,-16,3.5798488910838793
16,12,,,-12,-16,3.4729635533386083
17,12,,,-11,-16,3.3716377299253666
18,12,,,-10,-16,3.2763872634516686
19,12,,,-9,-16,3.187756797118382
20,12,,,-8,-16,3.106313035457738
21,12,,,-7,-16,3.0326350473060515
22,12,,,-6,-16,2.967301360707635
23,12,,,-5,-16,2.9108738858940417
24,12,,,-4,-16,2.863879112867103
25,12,,,-3,-16,2.826787531079608
26,12,,,-2,-16,2.799992731746266
27,12,0.056799583,0.0005678616,-1,-16,2.783792059226188
28,12,0.069212064,0.0007618175,0,-16,2.7783708426708866
29,12,0.07880382,0.0010265189,1,-16,2.783792059226188
30,12,0.08435465,0.0013324149,2,-16,2.799992731746266
31,12,0.087917484,0.0016074793,3,-16,2.826787531079608
32,12,0.090068795,0.0017863292,4,-16,2.863879112867103
33,12,0.089406796,0.0018342845,5,-16,2.9108738858940417
34,12,0.08510935,0.0017482586,6,-16,2.967301360707635
35,12,0.07809495,0.0015529507,7,-16,3.0326350473060515
36,12,0.069132686,0.001300768,8,-16,3.106313035457738
37,12,0.05811484,0.0010608142,9,-16,3.187756797118382
38,12,,,10,-16,3.2763872634516686
39,12,,,11,-16,3.3716377299253666
40,12,,,12,-16,3.4729635533386083
41,12,,,13,-16,3.5798488910838793
42,12,,,14,-16,3.691810897430246
43,12,,,15,-16,3.8084018565520426
44,12,,,16,-16,3.929209727007133
45,12,,,17,-16,4.053857525350389
46,12,,,18,-16,4.182001909622541
47,12,,,19,-16,4.313331251775972
48,12,,,20,-16,4.4475634208206705
49,12,,,21,-16,4.584443440169259
50,12,,,22,-16,4.723741134864814
51,12,,,23,-16,4.865248846824896
52,12,,,24,-16,5.0087792677519865
53,12,,,25,-16,5.154163418422758
54,12,,,26,-16,5.301248788141027
55,12,,,27,-16,5.449897637840563
0,13,,,-28,-15,5.515892748550251
1,13,,,-27,-15,5.363452235745344
2,13,,,-26,-15,5.212338662821929
3,13,,,-25,-15,5.0626708530171065
4,13,,,-24,-15,4.914580895177504
5,13,,,-23,-15,4.768215805069288
6,13,,,-22,-15,4.623739388351758
7,13,,,-21,-15,4.481334318960428
8,13,,,-20,-15,4.34120444167326
9,13,,,-19,-15,4.203577299126169
10,13,,,-18,-15,4.068706870034773
11,13,,,-17,-15,3.936876484984201
12,13,,,-16,-15,3.8084018565520426
13,13,,,-15,-15,3.683634119069187
14,13,,,-14,-15,3.5629627172574088
15,13,,,-13,-15,3.446817910069526
16,13,,,-12,-15,3.3356725656155026
17,13,,,-11,-15,3.230042817678716
18,13,,,-10,-15,3.130487042344992
19,13,,,-9,-15,3.0376025118102636
20,13,,,-8,-15,2.952019020337817
21,13,,,-7,-15,2.874388796306192
22,13,,,-6,-15,2.80537216558498
23,13,,,-5,-15,2.7456187648254184
24,13,,,-4,-15,2.695744645788626
25,13,,,-3,-15,2.656306339270515
26,13,,,-2,-15,2.6277737573873243
27,13,,,-1,-15,2.6105045204313204
28,13,0.07252429,0.0008722488,0,-15,2.604722665003956
29,13,0.08167829,0.0011725761,1,-15,2.6105045204313204
30,13,0.08765305,0.0014984139,2,-15,2.6277737573873243
31,13,0.09163883,0.0017775225,3,-15,2.656306339270515
32,13,0.09366753,0.0019456627,4,-15,2.695744645788626
33,13,0.091890946,0.0019734502,5,-15,2.7456187648254184
34,13,0.086761974,0.0018563597,6,-15,2.80537216558498
35,13,0.07919512,0.0016282446,7,-15,2.874388796306192
36,13,0.06903197,0.0013618274,8,-15,2.952019020337817
37,13,0.056657944,0.0011297406,9,-15,3.0376025118102636
38,13,,,10,-15,3.130487042344992
39,13,,,11,-15,3.230042817678716
40,13,,,12,-15,3.3356725656155026
41,13,,,13,-15,3.446817910069526
42,13,,,14,-15,3.5629627172574088
43,13,,,15,-15,3.683634119069187
44,13,,,16,-15,3.8084018565520426
45,13,,,17,-15,3.936876484984201
46,13,,,18,-15,4.068706870034773
47,13,,,19,-15,4.203577299126169
48,13,,,20,-15,4.34120444167326
49,13,,,21,-15,4.481334318960428
50,13,,,22,-15,4.623739388351758
51,13,,,23,-15,4.768215805069288
52,13,,,24,-15,4.914580895177504
53,13,,,25,-15,5.0626708530171065
54,13,,,26,-15,5.212338662821929
55,13,,,27,-15,5.363452235745344
0,14,,,-28,-14,5.436047812051042
1,14,,,-27,-14,5.2813031428348625
2,14,,,-26,-14,5.127769235968401
3,14,,,-25,-14,4.9755581764646895
4,14,,,-24,-14,4.824795164215718
5,14,,,-23,-14,4.675620275974967
6,14,,,-22,-14,4.528190470021239
7,14,,,-21,-14,4.382681859282989
8,14,,,-20,-14,4.239292276524386
9,14,,,-19,-14,4.098244149770061
10,14,,,-18,-14,3.9597876957816602
11,14,,,-17,-14,3.82420442176111
12,14,,,-16,-14,3.691810897430246
13,14,,,-15,-14,3.5629627172574088
14,14,,,-14,-14,3.438058511131241
15,14,,,-13,-14,3.3175437761349476
16,14,,,-12,-14,3.2019141878563175
17,14,,,-11,-14,3.0917179052160515
18,14,,,-10,-14,2.9875562126402855
19,14,,,-9,-14,2.890081663405326
20,14,,,-8,-14,2.799992731746266
21,14,,,-7,-14,2.718023906025521
22,14,,,-6,-14,2.644930242716173
23,14,,,-5,-14,2.5814657470431657
24,14,,,-4,-14,2.528355630977121
25,14,,,-3,-14,2.486263535799131
26,14,,,-2,-14,2.455756079379458
27,14,,,-1,-14,2.4372683177254055
28,14,0.075529896,0.0009713181,0,-14,2.4310744873370256
29,14,0.08378634,0.001302354,1,-14,2.4372683177254055
30,14,0.089760035,0.001641841,2,-14,2.455756079379458
31,14,0.09426821,0.0019153748,3,-14,2.486263535799131
32,14,0.096152745,0.0020652155,4,-14,2.528355630977121
33,14,0.09388748,0.002062491,5,-14,2.5814657470431657
34,14,0.088618554,0.0019059501,6,-14,2.644930242716173
35,14,0.080500156,0.0016456696,7,-14,2.718023906025521
36,14,0.068781026,0.0013740126,8,-14,2.799992731746266
37,14,0.055282477,0.0011529673,9,-14,2.890081663405326
38,14,,,10,-14,2.9875562126402855
39,14,,,11,-14,3.0917179052160515
40,14,,,12,-14,3.2019141878563175
41,14,,,13,-14,3.3175437761349476
42,14,,,14,-14,3.438058511131241
43,14,,,15,-14,3.5629627172574088
44,14,,,16,-14,3.691810897430246
45,14,,,17,-14,3.82420442176111
46,14,,,18,-14,3.9597876957816602
47,14,,,19,-14,4.098244149770061
48,14,,,20,-14,4.239292276524386
49,14,,,21,-14,4.382681859282989
50,14,,,22,-14,4.528190470021239
51,14,,,23,-14,4.675620275974967
52,14,,,24,-14,4.824795164215718
53,14,,,25,-14,4.9755581764646895
54,14,,,26,-14,5.127769235968401
55,14,,,27,-14,5.2813031428348625
0,15,,,-28,-13,5.360640465048433
1,15,,,-27,-13,5.203653838134043
2,15,,,-26,-13,5.0477586826188245
3,15,,,-25,-13,4.893059323980692
4,15,,,-24,-13,4.739672853399182
5,15,,,-23,-13,4.587730958297139
6,15,,,-22,-13,4.437382033744776
7,15,,,-21,-13,4.288793613628191
8,15,,,-20,-13,4.142155162039331
9,15,,,-19,-13,3.9976812643999384
10,15,,,-18,-13,3.8556152526248773
11,15,,,-17,-13,3.7162332865452607
12,15,,,-16,-13,3.5798488910838793
13,15,,,-15,-13,3.446817910069526
14,15,,,-14,-13,3.3175437761349476
15,15,,,-13,-13,3.1924829031932953
16,15,,,-12,-13,3.072149873786327
17,15,,,-11,-13,2.9571219092291905
18,15,,,-10,-13,2.8480418719350546
19,15,,,-9,-13,2.7456187648254184
20,15,,,-8,-13,2.6506243940705136
21,15,,,-7,-13,2.5638846179842005
22,15,,,-6,-13,2.486263535799131
23,15,,,-5,-13,2.4186392421704586
24,15,,,-4,-13,2.361870567432407
25,15,,,-3,-13,2.3167556517799106
26,15,,,-2,-13,2.283985179903523
27,15,,,-1,-13,2.2640952350106196
28,15,0.0785002,0.0010665134,0,-13,2.2574263096700955
29,15,0.08575046,0.0014175987,1,-13,2.2640952350106196
30,15,0.09172357,0.0017594341,2,-13,2.283985179903523
31,15,0.096585624,0.0020194065,3,-13,2.3167556517799106
32,15,0.09817074,0.00214507,4,-13,2.361870567432407
33,15,0.09594191,0.0021041313,5,-13,2.4186392421704586
34,15,0.0911645,0.0019019356,6,-13,2.486263535799131
35,15,0.08223218,0.001611853,7,-13,2.5638846179842005
36,15,0.06917199,0.0013308503,8,-13,2.6506243940705136
37,15,0.054701015,0.0011155427,9,-13,2.7456187648254184
38,15,,,10,-13,2.8480418719350546
39,15,,,11,-13,2.9571219092291905
40,15,,,12,-13,3.072149873786327
41,15,,,13,-13,3.1924829031932953
42,15,,,14,-13,3.3175437761349476
43,15,,,15,-13,3.446817910069526
44,15,,,16,-13,3.5798488910838793
45,15,,,17,-13,3.7162332865452607
46,15,,,18,-13,3.8556152526248773
47,15,,,19,-13,3.9976812643999384
48,15,,,20,-13,4.142155162039331
49,15,,,21,-13,4.288793613628191
50,15,,,22,-13,4.437382033744776
51,15,,,23,-13,4.587730958297139
52,15,,,24,-13,4.739672853399182
53,15,,,25,-13,4.893059323980692
54,15,,,26,-13,5.0477586826188245
55,15,,,27,-13,5.203653838134043
0,16,,,-28,-12,5.289860485432346
1,16,,,-27,-12,5.130708628147872
2,16,,,-26,-12,4.972527071598262
3,16,,,-25,-12,4.815411437023657
4,16,,,-24,-12,4.659469553186607
5,16,,,-23,-12,4.504823315685294
6,16,,,-22,-12,4.3516108595811716
7,16,,,-21,-12,4.199989097619398
8,16,,,-20,-12,4.050136682413686
9,16,,,-19,-12,3.902257455827094
10,16,,,-18,-12,3.7565844508139907
11,16,,,-17,-12,3.6133845076120594
12,16,,,-16,-12,3.4729635533386083
13,16,,,-15,-12,3.3356725656155026
14,16,,,-14,-12,3.2019141878563175
15,16,,,-13,-12,3.072149873786327
16,16,,,-12,-12,2.946907295255349
17,16,,,-11,-12,2.826787531079608
18,16,,,-10,-12,2.712471246689849
19,16,,,-9,-12,2.604722665003956
20,16,,,-8,-12,2.5043896338759932
21,16,,,-7,-12,2.412397582107859
22,16,,,-6,-12,2.3297347765933036
23,16,,,-5,-12,2.2574263096700955
24,16,,,-4,-12,2.196495011860335
25,16,,,-3,-12,2.1479093346503273
26,16,,,-2,-12,2.112521257133945
27,16,,,-1,-12,2.0910009548112707
28,16,0.08212696,0.0011711433,0,-12,2.083778132003165
29,16,0.08838136,0.001527782,1,-12,2.0910009548112707
30,16,0.094327845,0.001857873,2,-12,2.112521257133945
31,16,0.09891516,0.002096419,3,-12,2.1479093346503273
32,16,0.100019895,0.0021900332,4,-12,2.196495011860335
33,16,0.09844342,0.002102823,5,-12,2.2574263096700955
34,16,0.09397629,0.0018568139,6,-12,2.3297347765933036
35,16,0.08437567,0.0015363478,7,-12,2.412397582107859
36,16,0.07036507,0.0012390821,8,-12,2.5043896338759932
37,16,0.054807097,0.0010261656,9,-12,2.604722665003956
38,16,,,10,-12,2.712471246689849
39,16,,,11,-12,2.826787531079608
40,16,,,12,-12,2.946907295255349
41,16,,,13,-12,3.072149873786327
42,16,,,14,-12,3.2019141878563175
43,16,,,15,-12,3.3356725656155026
44,16,,,16,-12,3.4729635533386083
45,16,,,17,-12,3.6133845076120594
46,16,,,18,-12,3.7565844508139907
47,16,,,19,-12,3.902257455827094
48,16,,,20,-12,4.050136682413686
49,16,,,21,-12,4.199989097619398
50,16,,,22,-12,4.3516108595811716
51,16,,,23,-12,4.504823315685294
52,16,,,24,-12,4.659469553186607
53,16,,,25,-12,4.815411437023657
54,16,,,26,-12,4.972527071598262
55,16,,,27,-12,5.130708628147872
0,17,,,-28,-11,5.223895968946595
1,17,,,-27,-11,5.0626708530171065
2,17,,,-26,-11,4.9022944237178905
3,17,,,-25,-11,4.7428527751614
4,17,,,-24,-11,4.584443440169259
5,17,,,-23,-11,4.427177232117525
6,17,,,-22,-11,4.27118042375439
7,17,,,-21,-11,4.116597327789027
8,17,,,-20,-11,3.9635933551855285
9,17,,,-19,-11,3.8123586387689303
10,17,,,-18,-11,3.6631123208462224
11,17,,,-17,-11,3.5161076119608157
12,17,,,-16,-11,3.3716377299253666
13,17,,,-15,-11,3.230042817678716
14,17,,,-14,-11,3.0917179052160515
15,17,,,-13,-11,2.9571219092291905
16,17,,,-12,-11,2.826787531079608
17,17,,,-11,-11,2.7013316873174036
18,17,,,-10,-11,2.5814657470431657
19,17,,,-9,-11,2.468004315357503
20,17,,,-8,-11,2.361870567432407
21,17,,,-7,-11,2.2640952350106196
22,17,,,-6,-11,2.1758054297905858
23,17,,,-5,-11,2.0981989139804385
24,17,,,-4,-11,2.032499809634746
25,17,,,-3,-11,1.9798938478908301
26,17,,,-2,-11,1.9414456471610864
27,17,,,-1,-11,1.9180068123079208
28,17,0.08666069,0.0013059766,0,-11,1.9101299543362344
29,17,0.092165746,0.0016503658,1,-11,1.9180068123079208
30,17,0.09764513,0.0019541436,2,-11,1.9414456471610864
31,17,0.10109515,0.0021595373,3,-11,1.9798938478908301
32,17,0.10170972,0.0022087805,4,-11,2.032499809634746
33,17,0.10069926,0.0020710868,5,-11,2.0981989139804385
34,17,0.095912725,0.0017863094,6,-11,2.1758054297905858
35,17,0.08599581,0.0014377757,7,-11,2.2640952350106196
36,17,,,8,-11,2.361870567432407
37,17,,,9,-11,2.468004315357503
38,17,,,10,-11,2.5814657470431657
39,17,,,11,-11,2.7013316873174036
40,17,,,12,-11,2.826787531079608
41,17,,,13,-11,2.9571219092291905
42,17,,,14,-11,3.0917179052160515
43,17,,,15,-11,3.230042817678716
44,17,,,16,-11,3.3716377299253666
45,17,,,17,-11,3.5161076119608157
46,17,,,18,-11,3.6631123208462224
47,17,,,19,-11,3.8123586387689303
48,17,,,20,-11,3.9635933551855285
49,17,,,21,-11,4.116597327789027
50,17,,,22,-11,4.27118042375439
51,17,,,23,-11,4.427177232117525
52,17,,,24,-11,4.584443440169259
53,17,,,25,-11,4.7428527751614
54,17,,,26,-11,4.9022944237178905
55,17,,,27,-11,5.0626708530171065
0,18,,,-28,-10,5.162931494086331
1,18,,,-27,-10,4.999740861708834
2,18,,,-26,-10,4.837278484340917
3,18,,,-25,-10,4.675620275974967
4,18,,,-24,-10,4.514852619340191
5,18,,,-23,-10,4.35507413976293
6,18,,,-22,-10,4.196397827960877
7,18,,,-21,-10,4.038953586934591
8,18,,,-20,-10,3.8828912943221727
9,18,,,-19,-10,3.728384490479506
10,18,,,-18,-10,3.575634823830229
11,18,,,-17,-10,3.424877407607582
12,18,,,-16,-10,3.2763872634516686
13,18,,,-15,-10,3.130487042344992
14,18,,,-14,-10,2.9875562126402855
15,18,,,-13,-10,2.8480418719350546
16,18,,,-12,-10,2.712471246689849
17,18,,,-11,-10,2.5814657470431657
18,18,,,-10,-10,2.455756079379458
19,18,,,-9,-10,2.336197298790343
20,18,,,-8,-10,2.2237817104103352
21,18,,,-7,-10,2.119646138262193
22,18,,,-6,-10,2.025068341206843
23,18,,,-5,-10,1.9414456471610864
24,18,,,-4,-10,1.8702481103899868
25,18,,,-3,-10,1.8129401995565093
26,18,0.08020407,0.00087877404,-2,-10,1.7708708928470098
27,18,0.08643129,0.0011705371,-1,-10,1.745142587386953
28,18,0.0917305,0.0014918783,0,-10,1.7364817766693041
29,18,0.0968492,0.0018068533,1,-10,1.745142587386953
30,18,0.101111144,0.0020686726,2,-10,1.7708708928470098
31,18,0.10274672,0.002223625,3,-10,1.8129401995565093
32,18,0.10268355,0.0022145314,4,-10,1.8702481103899868
33,18,0.10089932,0.0020269332,5,-10,1.9414456471610864
34,18,0.09544162,0.0017069614,6,-10,2.025068341206843
35,18,0.08565522,0.0013364613,7,-10,2.119646138262193
36,18,,,8,-10,2.2237817104103352
37,18,,,9,-10,2.336197298790343
38,18,,,10,-10,2.455756079379458
39,18,,,11,-10,2.5814657470431657
40,18,,,12,-10,2.712471246689849
41,18,,,13,-10,2.8480418719350546
42,18,,,14,-10,2.9875562126402855
43,18,,,15,-10,3.130487042344992
44,18,,,16,-10,3.2763872634516686
45,18,,,17,-10,3.424877407607582
46,18,,,18,-10,3.575634823830229
47,18,,,19,-10,3.728384490479506
48,18,,,20,-10,3.8828912943221727
49,18,,,21,-10,4.038953586934591
50,18,,,22,-10,4.196397827960877
51,18,,,23,-10,4.35507413976293
52,18,,,24,-10,4.514852619340191
53,18,,,25,-10,4.675620275974967
54,18,,,26,-10,4.837278484340917
55,18,,,27,-10,4.999740861708834
0,19,,,-28,-9,5.107146121866364
1,19,,,-27,-9,4.942113776685754
2,19,,,-26,-9,4.777692228736976
3,19,,,-25,-9,4.613946777171835
4,19,,,-24,-9,4.450952041061453
5,19,,,-23,-9,4.288793613628191
6,19,,,-22,-9,4.127570063364266
7,19,,,-21,-9,3.9673953640742594
8,19,,,-20,-9,3.8084018565520426
9,19,,,-19,-9,3.650743870270038
10,19,,,-18,-9,3.4946021648899555
11,19,,,-17,-9,3.340189389032747
12,19,,,-16,-9,3.187756797118382
13,19,,,-15,-9,3.0376025118102636
14,19,,,-14,-9,2.890081663405326
15,19,,,-13,-9,2.7456187648254184
16,19,,,-12,-9,2.604722665003956
17,19,,,-11,-9,2.468004315357503
18,19,,,-10,-9,2.336197298790343
19,19,,,-9,-9,2.210180471441512
20,19,,,-8,-9,2.0910009548112707
21,19,,,-7,-9,1.9798938478908301
22,19,,,-6,-9,1.8782922254069954
23,19,,,-5,-9,1.7878174119151145
24,19,,,-4,-9,1.7102362093826236
25,19,0.077294536,0.000837922,-3,-9,1.6473712588952512
26,19,0.08554431,0.0011200625,-2,-9,1.6009570939281588
27,19,0.09187927,0.001431163,-1,-9,1.5724511273097674
28,19,0.09718635,0.001740846,0,-9,1.5628335990023738
29,19,0.10164874,0.0020157376,1,-9,1.5724511273097674
30,19,0.103687465,0.0022197363,2,-9,1.6009570939281588
31,19,0.103249535,0.0023034576,3,-9,1.6473712588952512
32,19,0.1016093,0.0022242717,4,-9,1.7102362093826236
33,19,0.098066285,0.001984479,5,-9,1.7878174119151145
34,19,0.09202367,0.0016310426,6,-9,1.8782922254069954
35,19,0.08216266,0.0012499137,7,-9,1.9798938478908301
36,19,,,8,-9,2.0910009548112707
37,19,,,9,-9,2.210180471441512
38,19,,,10,-9,2.336197298790343
39,19,,,11,-9,2.468004315357503
40,19,,,12,-9,2.604722665003956
41,19,,,13,-9,2.7456187648254184
42,19,,,14,-9,2.890081663405326
43,19,,,15,-9,3.0376025118102636
44,19,,,16,-9,3.187756797118382
45,19,,,17,-9,3.340189389032747
46,19,,,18,-9,3.4946021648899555
47,19,,,19,-9,3.650743870270038
48,19,,,20,-9,3.8084018565520426
49,19,,,21,-9,3.9673953640742594
50,19,,,22,-9,4.127570063364266
51,19,,,23,-9,4.288793613628191
52,19,,,24,-9,4.450952041061453
53,19,,,25,-9,4.613946777171835
54,19,,,26,-9,4.777692228736976
55,19,,,27,-9,4.942113776685754
0,20,,,-28,-8,5.056711261954242
1,20,,,-27,-8,4.889977081580991
2,20,,,-26,-8,4.723741134864814
3,20,,,-25,-8,4.558057935048059
4,20,,,-24,-8,4.39299002372067
5,20,,,-23,-8,4.228609456662814
6,20,,,-22,-8,4.064999619269492
7,20,,,-21,-8,3.902257455827094
8,20,,,-20,-8,3.7404962207799737
9,20,,,-19,-8,3.5798488910838793
10,20,,,-18,-8,3.420472418765247
11,20,,,-17,-8,3.2625530541720202
12,20,,,-16,-8,3.106313035457738
13,20,,,-15,-8,2.952019020337817
14,20,,,-14,-8,2.799992731746266
15,20,,,-13,-8,2.6506243940705136
16,20,,,-12,-8,2.5043896338759932
17,20,,,-11,-8,2.361870567432407
18,20,,,-10,-8,2.2237817104103352
19,20,,,-9,-8,2.0910009548112707
20,20,,,-8,-8,1.9646048635035664
21,20,,,-7,-8,1.845905448715123
22,20,,,-6,-8,1.7364817766693041
23,20,,,-5,-8,1.6381936317258343
24,20,,,-4,-8,1.553156517728869
25,20,0.08276789,0.0010857466,-3,-8,1.4836506803538174
26,20,0.090994194,0.0014253128,-2,-8,1.4319395564335515
27,20,0.09754111,0.0017653086,-1,-8,1.399996365873133
28,20,0.102643184,0.0020658695,0,-8,1.3891854213354433
29,20,0.10560993,0.0022941108,1,-8,1.399996365873133
30,20,0.10495659,0.002422037,2,-8,1.4319395564335515
31,20,0.102324724,0.0024132454,3,-8,1.4836506803538174
32,20,0.09837923,0.0022510365,4,-8,1.553156517728869
33,20,0.093379326,0.0019496302,5,-8,1.6381936317258343
34,20,0.08598232,0.0015695683,6,-8,1.7364817766693041
35,20,0.07575508,0.0011889129,7,-8,1.845905448715123
36,20,,,8,-8,1.9646048635035664
37,20,,,9,-8,2.0910009548112707
38,20,,,10,-8,2.2237817104103352
39,20,,,11,-8,2.361870567432407
40,20,,,12,-8,2.5043896338759932
41,20,,,13,-8,2.6506243940705136
42,20,,,14,-8,2.799992731746266
43,20,,,15,-8,2.952019020337817
44,20,,,16,-8,3.106313035457738
45,20,,,17,-8,3.2625530541720202
46,20,,,18,-8,3.420472418765247
47,20,,,19,-8,3.5798488910838793
48,20,,,20,-8,3.7404962207799737
49,20,,,21,-8,3.902257455827094
50,20,,,22,-8,4.064999619269492
51,20,,,23,-8,4.228609456662814
52,20,,,24,-8,4.39299002372067
53,20,,,25,-8,4.558057935048059
54,20,,,26,-8,4.723741134864814
55,20,,,27,-8,4.889977081580991
0,21,,,-28,-7,5.01178844751743
1,21,,,-27,-7,4.843508079303849
2,21,,,-26,-7,4.675620275974967
3,21,,,-25,-7,4.508168896031835
4,21,,,-24,-7,4.34120444167326
5,21,,,-23,-7,4.174785334945078
6,21,,,-22,-7,4.008979491161738
7,21,,,-21,-7,3.843866270755586
8,21,,,-20,-7,3.679538915891987
9,21,,,-19,-7,3.5161076119608157
10,21,,,-18,-7,3.3537033594860617
11,21,,,-17,-7,3.1924829031932953
12,21,,,-16,-7,3.0326350473060515
13,21,,,-15,-7,2.874388796306192
14,21,,,-14,-7,2.718023906025521
15,21,,,-13,-7,2.5638846179842005
16,21,,,-12,-7,2.412397582107859
17,21,,,-11,-7,2.2640952350106196
18,21,,,-10,-7,2.119646138262193
19,21,,,-9,-7,1.9798938478908301
20,21,,,-8,-7,1.845905448715123
21,21,,,-7,-7,1.7190292555656206
22,21,,,-6,-7,1.6009570939281588
23,21,,,-5,-7,1.4937781063201427
24,21,,,-4,-7,1.399996365873133
25,21,0.089408,0.0013875874,-3,-7,1.3224651213580865
26,21,0.097685054,0.0018037177,-2,-7,1.2641778154885606
27,21,0.103799425,0.0021906083,-1,-7,1.227878039689729
28,21,0.10793984,0.0024893798,0,-7,1.2155372436685128
29,21,0.10830354,0.0026654277,1,-7,1.227878039689729
30,21,0.10565237,0.002693429,2,-7,1.2641778154885606
31,21,0.10066369,0.0025690163,3,-7,1.3224651213580865
32,21,0.095076375,0.0022991798,4,-7,1.399996365873133
33,21,0.08810904,0.0019285256,5,-7,1.4937781063201427
34,21,0.078595206,0.0015300665,6,-7,1.6009570939281588
35,21,0.06842849,0.0011488507,7,-7,1.7190292555656206
36,21,,,8,-7,1.845905448715123
37,21,,,9,-7,1.9798938478908301
38,21,,,10,-7,2.119646138262193
39,21,,,11,-7,2.2640952350106196
40,21,,,12,-7,2.412397582107859
41,21,,,13,-7,2.5638846179842005
42,21,,,14,-7,2.718023906025521
43,21,,,15,-7,2.874388796306192
44,21,,,16,-7,3.0326350473060515
45,21,,,17,-7,3.1924829031932953
46,21,,,18,-7,3.3537033594860617
47,21,,,19,-7,3.5161076119608157
48,21,,,20,-7,3.679538915891987
49,21,,,21,-7,3.843866270755586
50,21,,,22,-7,4.008979491161738
51,21,,,23,-7,4.174785334945078
52,21,,,24,-7,4.34120444167326
53,21,,,25,-7,4.508168896031835
54,21,,,26,-7,4.675620275974967
55,21,,,27,-7,4.843508079303849
0,22,,,-28,-6,4.972527071598262
1,22,,,-27,-6,4.802871281784476
2,22,,,-26,-6,4.633511303559821
3,22,,,-25,-6,4.464480801869048
4,22,,,-24,-6,4.295818669300655
5,22,,,-23,-6,4.127570063364266
6,22,,,-22,-6,3.9597876957816602
7,22,,,-21,-6,3.7925334464656815
8,22,,,-20,-6,3.6258803991130186
9,22,,,-19,-6,3.4599154287348117
10,22,,,-18,-6,3.2947425177905023
11,22,,,-17,-6,3.130487042344992
12,22,,,-16,-6,2.967301360707635
13,22,,,-15,-6,2.80537216558498
14,22,,,-14,-6,2.644930242716173
15,22,,,-13,-6,2.486263535799131
16,22,,,-12,-6,2.3297347765933036
17,22,,,-11,-6,2.1758054297905858
18,22,,,-10,-6,2.025068341206843
19,22,,,-9,-6,1.8782922254069954
20,22,,,-8,-6,1.7364817766693041
21,22,,,-7,-6,1.6009570939281588
22,22,,,-6,-6,1.4734536476276745
23,22,,,-5,-6,1.3562356233449244
24,22,0.087124206,0.0012725249,-4,-6,1.2521948169379966
25,22,0.09772894,0.0017679493,-3,-6,1.1648673882966518
26,22,0.105177574,0.0022903383,-2,-6,1.0982475059301675
27,22,0.11036275,0.0027439042,-1,-6,1.0562606285669724
28,22,0.11242701,0.003049506,0,-6,1.0418890660015825
29,22,0.1110384,0.0031578788,1,-6,1.0562606285669724
30,22,0.106478,0.0030613702,2,-6,1.0982475059301675
31,22,0.100119784,0.0027851528,3,-6,1.1648673882966518
32,22,0.093029805,0.0023779874,4,-6,1.2521948169379966
33,22,0.08331788,0.0019289514,5,-6,1.3562356233449244
34,22,0.0720739,0.0015042726,6,-6,1.4734536476276745
35,22,,,7,-6,1.6009570939281588
36,22,,,8,-6,1.7364817766693041
37,22,,,9,-6,1.8782922254069954
38,22,,,10,-6,2.025068341206843
39,22,,,11,-6,2.1758054297905858
40,22,,,12,-6,2.3297347765933036
41,22,,,13,-6,2.486263535799131
42,22,,,14,-6,2.644930242716173
43,22,,,15,-6,2.80537216558498
44,22,,,16,-6,2.967301360707635
45,22,,,17,-6,3.130487042344992
46,22,,,18,-6,3.2947425177905023
47,22,,,19,-6,3.4599154287348117
48,22,,,20,-6,3.6258803991130186
49,22,,,21,-6,3.7925334464656815
50,22,,,22,-6,3.9597876957816602
51,22,,,23,-6,4.127570063364266
52,22,,,24,-6,4.295818669300655
53,22,,,25,-6,4.464480801869048
54,22,,,26,-6,4.633511303559821
55,22,,,27,-6,4.802871281784476
0,23,,,-28,-5,4.9390621470173945
1,23,,,-27,-5,4.768215805069288
2,23,,,-26,-5,4.597579408181997
3,23,,,-25,-5,4.427177232117525
4,23,,,-24,-5,4.257037403386837
5,23,,,-23,-5,4.087192684753606
6,23,,,-22,-5,3.9176814584631976
7,23,,,-21,-5,3.7485489668514878
8,23,,,-20,-5,3.5798488910838793
9,23,,,-19,-5,3.4116453784529965
10,23,,,-18,-5,3.2440156708713657
11,23,,,-17,-5,3.077053547894867
12,23,,,-16,-5,2.9108738858940417
13,23,,,-15,-5,2.7456187648254184
14,23,,,-14,-5,2.5814657470431657
15,23,,,-13,-5,2.4186392421704586
16,23,,,-12,-5,2.2574263096700955
17,23,,,-11,-5,2.0981989139804385
18,23,,,-10,-5,1.9414456471610864
19,23,,,-9,-5,1.7878174119151145
20,23,,,-8,-5,1.6381936317258343
21,23,,,-7,-5,1.4937781063201427
22,23,,,-6,-5,1.3562356233449244
23,23,,,-5,-5,1.227878039689729
24,23,0.096817225,0.0016232358,-4,-5,1.1118908552051676
25,23,0.10617697,0.0022672908,-3,-5,1.0125341706034214
26,23,0.11243625,0.0029230632,-2,-5,0.9351240551949934
27,23,0.115941316,0.0034629328,-1,-5,0.8854354464235049
28,23,0.11627106,0.0037754793,0,-5,0.8682408883346521
